9039750,25092,8
9039750,15368,7
9039750,12520,1
9039750,28357,1
9039750,17844,1
9039750,13087,26
9039750,22489,3
9039750,28059,2
9039750,4709,6
9039750,22583,1
9039750,9563,5
9039750,15584,2
9039750,28961,1
9039750,11645,1
9039750,5863,3
9039750,19198,2
9039750,14020,1
9039750,21919,1
9039750,16550,1
9039750,22317,2
9039750,3627,8
9039750,16406,6
9039750,7105,20
9039750,1293,45
9039750,14065,1
9039750,9230,1
9039750,14580,51
9039750,14533,1
9039750,17959,1
9039750,3228,151
9039750,2128,3
9039750,27448,1
9039750,26005,3
9039750,15639,12
9039750,12220,4
9039750,27092,1
9039750,2257,6
9039750,6199,1
9039750,22887,5
9039750,2513,2
4115500,1222,2
4115500,21899,23
4115500,27499,1
4115500,14470,24
4115500,3888,3
4115500,6731,86
4115500,18024,1
4115500,2826,1
4115500,26619,25
12215000,10136,1
12215000,22505,1
12215000,4300,2
12215000,6880,2
12215000,18491,1
12215000,5590,1
12215000,11199,1
12215000,12928,1
12215000,8154,1
12215000,5043,3
12215000,9363,35
12215000,2655,1
12215000,8307,2
12215000,215,1
12215000,19951,1
12215000,15302,7
12215000,5470,1
12215000,17642,2
12215000,27600,1
12215000,14265,7
12215000,2605,1
12215000,14261,25
12215000,6080,3
12215000,12924,1
12215000,1547,2
12215000,9838,1
12215000,1831,2
12215000,27888,1
12215000,22,1
12215000,29465,2
12215000,27763,1
12215000,23207,2
12215000,3254,3
12215000,5370,4
12215000,14580,2
12215000,11465,2
12215000,24658,1
12215000,26059,1
12215000,18805,8
12215000,8719,1
12215000,3723,1
12215000,18167,1
12215000,5267,4
12215000,23475,1
12215000,6290,1
12215000,993,1
12215000,15934,8
12215000,8637,74
12215000,13471,1
12215000,21672,2
12215000,21914,9
12215000,4887,1
12215000,24869,1
12215000,6154,1
12215000,20449,1
12215000,12431,2
12215000,3406,1
12215000,16849,2
12215000,17641,1
12215000,9829,1
12215000,17400,1
12215000,6096,1
12215000,25185,1
12215000,27371,4
12215000,20207,6
12215000,10872,1
12215000,20896,5
12215000,10193,1
12215000,6565,1
12215000,5613,1
12215000,19539,2
12215000,14182,3
12215000,4400,1
12215000,6652,10
12215000,3032,1
12215000,4939,18
12215000,2257,3
12215000,23173,1
12215000,6701,1
12215000,4970,2
12215000,23779,3
12215000,19690,2
12215000,15639,27
12215000,10329,3
12215000,1122,4
12215000,21110,4
12215000,11201,1
12215000,26722,1
12215000,6904,4
12215000,7975,4
12215000,20831,37
12215000,8689,6
12215000,22016,2
12215000,23304,2
12215000,9030,1
12215000,833,3
12215000,4281,1
12215000,26605,1
12215000,28401,2
12215000,29330,4
12215000,29331,1
12215000,18084,1
12215000,24477,2
12215000,5845,4
12215000,19574,1
12215000,919,1
12215000,14294,1
12215000,4491,1
12215000,20877,1
12215000,25618,1
12215000,12791,1
12215000,911,1
12215000,5680,8
12215000,23662,3
12215000,19514,4
12215000,28391,4
12215000,29203,1
12215000,9258,1
12215000,14942,53
12215000,20626,1
12215000,19358,3
12215000,16406,4
12215000,23251,2
12215000,27711,3
12215000,28410,2
12215000,3627,13
12215000,13537,1
12215000,21796,3
12215000,13431,1
12215000,24562,2
12215000,17132,1
12215000,28791,4
12215000,28790,4
12215000,4758,1
12215000,13745,1
12215000,19294,1
12215000,11698,1
12215000,21838,1
12215000,27509,2
12215000,5087,1
12215000,3151,1
12215000,29305,1
12215000,15831,3
12215000,24601,1
12215000,28653,1
12215000,24603,1
12215000,27155,1
12215000,27791,5
12215000,24933,1
12215000,2160,2
12215000,3350,2
12215000,2594,1
12215000,27595,1
12215000,4262,1
12215000,4479,4
12215000,11159,5
12215000,1340,3
12215000,8210,1
12215000,6672,377
12215000,21121,4
12215000,22547,5
12215000,28463,28
12215000,12977,2
12215000,29099,12
12215000,5336,3
12215000,3164,13
12215000,22420,2
12215000,5133,1
12215000,25222,1
12215000,12444,1
12215000,16926,1
12215000,7090,14
12215000,7719,1
12215000,1428,4
12215000,21723,4
12215000,15145,1
12215000,26665,1
12215000,7868,61
12215000,29155,1
12215000,3088,2
12215000,21273,2
12215000,21288,1
12215000,22797,1
12215000,2968,1
12215000,1037,1
12215000,25631,1
12215000,26972,1
12215000,20120,2
12215000,20121,1
12215000,18730,2
12215000,4279,4
12215000,20946,1
12215000,4443,1
12215000,15542,3
12215000,24341,1
12215000,12022,1
12215000,8573,1
12215000,11338,2
12215000,23246,1
12215000,9620,1
12215000,3720,2
12215000,20411,1
12215000,3228,1
12215000,20063,1
12215000,2899,2
12215000,13592,8
12215000,3445,1
12215000,28266,10
12215000,13762,1
12215000,1694,2
12215000,5818,1
12215000,24811,1
12215000,28065,1
12215000,11431,1
12215000,10188,1
12215000,19751,1
12215000,22330,2
12215000,13793,3
12215000,13701,8
12215000,28280,3
12215000,4949,38
12215000,24977,7
12215000,16500,1
12215000,17945,3
12215000,12052,1
12215000,15263,1
12215000,239,1
12215000,25565,1
12215000,21067,2
12215000,5640,1
12215000,3069,1
12215000,22522,1
12215000,679,10
12215000,25090,1
12215000,25260,11
12215000,11176,10
12215000,6349,2
12215000,5724,1
12215000,11670,11
12215000,21815,1
12215000,24862,1
12215000,6226,1
12215000,12352,75
12215000,18743,27
12215000,7473,3
12215000,5940,4
12215000,15446,7
12215000,2872,1
12215000,22365,1
12215000,25169,1
12215000,18544,2
12215000,22421,1
12215000,25676,1
12215000,2729,1
12215000,18024,1
12215000,6734,1
12215000,7105,1
12215000,4953,1
12215000,4795,2
12215000,8792,1
12215000,29344,3
12215000,25570,6
12215000,23900,1
12215000,12624,1
12215000,5254,1
12215000,11416,1
12215000,4919,1
12215000,19120,1
12215000,27467,1
12215000,20846,1
12215000,9802,1
12215000,11969,1
12215000,25488,1
12215000,2000,2
12215000,16110,1
12215000,11652,1
12215000,9695,4
12215000,7184,1
12215000,13174,1
12215000,26404,1
591750,27483,1
591750,1229,1
591750,21565,3
591750,14596,1
591750,16564,1
591750,4220,1
591750,20466,4
591750,5416,12
591750,23793,1
591750,119,1
591750,12394,2
591750,17846,2
591750,7500,1
591750,9953,2
591750,28769,1
591750,12491,1
591750,21838,1
591750,25656,3
591750,25477,1
591750,15405,1
591750,13648,1
591750,16818,1
591750,15315,1
591750,26722,1
591750,27231,5
591750,12220,2
11947000,17760,2
11947000,2929,2
11947000,9549,1
11947000,23595,1
11947000,28504,1
11947000,14261,6
11947000,13738,1
11947000,2322,27
11947000,9838,1
11947000,26623,3
11947000,24417,23
11947000,9829,1
11947000,14925,3
11947000,8717,1
11947000,8719,25
11947000,28967,28
11947000,679,2
11947000,21911,32
11947000,25215,3
11947000,18835,1
11947000,13410,4
11947000,25341,1
11947000,17401,4
11947000,21263,2
11947000,14998,1
11947000,7601,1
11947000,410,1
11947000,5915,1
11947000,11776,1
11947000,4329,1
11947000,3774,1
11947000,15921,1
11947000,6906,1
11947000,8327,1
11947000,6148,2
11947000,26922,1
11947000,18379,1
11947000,22995,2
11947000,4281,1
11947000,19077,1
11947000,16865,45
11947000,22489,7
11947000,21186,2
11947000,2170,1
11947000,527,1
11947000,11939,1
11947000,24471,4
11947000,20536,1
11947000,15734,1
11947000,9522,53
11947000,23947,1
11947000,24886,2
11947000,11082,1
11947000,11080,72
11947000,7868,9
11947000,3390,1
11947000,7703,3
11947000,6505,57
11947000,13749,7
11947000,647,2
11947000,27155,1
11947000,24449,1
11947000,516,1
11947000,8641,1
11947000,4262,4
11947000,24955,1
11947000,23482,46
11947000,23559,1
11947000,5030,1
11947000,12738,1
11947000,17126,1
11947000,18353,1
11947000,20334,5
11947000,18859,1
11947000,11159,1
11947000,27513,1
11947000,2683,1
11947000,14020,7
11947000,25651,4
11947000,13645,7
11947000,1591,7
11947000,7354,1
11947000,20411,40
11947000,16632,1
11947000,17959,26
11947000,15315,2
11947000,15252,1
11947000,5221,1
11947000,18689,1
11947000,12410,1
11947000,14159,1
11947000,15233,27
11947000,2826,1
11947000,17592,1
11947000,26883,5
11947000,7323,2
11947000,6104,3
11947000,1758,28
11947000,10480,4
11947000,13103,51
11947000,23059,2
11947000,1272,1
11947000,29265,1
11947000,21091,1
11947000,12758,1
11947000,6133,1
11947000,6465,1
11947000,28751,1
11947000,12162,25
11947000,1479,2
11947000,12168,3
11947000,25933,3
5256500,25336,1
5256500,3775,40
5256500,15874,7
5256500,20679,53
5256500,22546,1
5256500,28463,1
5256500,7975,1
5256500,3068,1
5256500,13395,1
5256500,15089,1
5256500,28428,1
5256500,953,1
5256500,20338,3
5256500,13380,1
5256500,658,2
5256500,21838,1
5256500,6822,2
5256500,2916,1
5256500,13909,6
5256500,614,77
5256500,25676,1
5256500,6734,2
5256500,10706,2
5256500,7868,1
5256500,3883,1
5256500,3034,1
5256500,20846,1
5256500,25781,2
5256500,12165,5
5256500,11612,2
7367000,155,21
7367000,17221,1
7367000,20386,1
7367000,21336,43
7367000,17945,21
7367000,12588,1
7367000,11162,1
7367000,20297,22
7367000,14020,2
7367000,2826,2
7367000,11888,22
7367000,143,22
7367000,10970,1
7367000,1547,2
7367000,16540,5
7367000,18730,22
7367000,5254,1
7367000,12394,1
7367000,16320,1
7367000,7260,2
7367000,8099,1
7367000,15686,82
7367000,1507,1
7367000,3850,1
7367000,17337,1
7367000,8719,1
7367000,504,4
7367000,16009,1
7367000,1566,5
7367000,10584,2
7367000,23662,1
7367000,21110,1
7367000,6823,1
7367000,15584,6
7367000,16534,1
7367000,28626,1
7367000,9111,1
7367000,21975,102
7367000,26699,2
7367000,3627,1
7367000,5532,1
7367000,8316,1
7367000,18025,2
7367000,28411,1
7367000,6021,1
7367000,11083,21
7367000,24383,1
7367000,24986,1
7367000,19962,1
7367000,13070,1
7367000,18849,1
7367000,7335,1
7367000,4731,1
7367000,13607,23
7367000,4683,1
7367000,4918,2
7367000,27371,1
7367000,11679,1
7367000,11797,1
7367000,3151,2
7367000,7061,21
7367000,21533,1
7367000,4993,1
7367000,647,1
7367000,18515,1
7367000,27793,1
7367000,10908,1
7367000,13235,1
4956000,11196,1
4956000,17470,1
4956000,3719,1
4956000,4571,4
4956000,17920,2
4956000,5470,3
4956000,14261,4
4956000,22836,3
4956000,11380,1
4956000,29464,4
4956000,3254,1
4956000,25792,1
4956000,282,1
4956000,13008,2
4956000,23475,2
4956000,15934,2
4956000,19466,3
4956000,7963,1
4956000,23564,1
4956000,14580,10
4956000,8025,1
4956000,18805,2
4956000,19381,1
4956000,26007,1
4956000,11901,1
4956000,28135,2
4956000,10329,1
4956000,15622,1
4956000,19973,1
4956000,9657,1
4956000,27060,1
4956000,22393,6
4956000,16939,1
4956000,2822,1
4956000,28230,1
4956000,23878,1
4956000,11604,2
4956000,527,1
4956000,23662,5
4956000,14048,6
4956000,18343,1
4956000,3151,1
4956000,11127,1
4956000,3313,1
4956000,11080,2
4956000,19962,1
4956000,7868,3
4956000,2042,9
4956000,19772,3
4956000,24601,1
4956000,26380,2
4956000,1583,1
4956000,1222,1
4956000,14226,1
4956000,22547,1
4956000,21337,21
4956000,29099,2
4956000,18353,3
4956000,8943,1
4956000,3457,2
4956000,28709,1
4956000,4949,1
4956000,20831,1
4956000,24590,1
4956000,24598,1
4956000,14020,1
4956000,18730,2
4956000,19330,1
4956000,1591,1
4956000,12977,2
4956000,22533,1
4956000,2898,1
4956000,15315,22
4956000,17945,2
4956000,2891,7
4956000,13450,10
4956000,21533,1
4956000,6191,1
4956000,26121,1
4956000,28675,23
4956000,4452,1
4956000,11329,1
4956000,14153,2
4956000,11176,2
4956000,26763,3
4956000,2033,1
4956000,26114,3
4956000,24869,1
4956000,14902,1
4956000,18712,4
4956000,27198,3
4956000,12285,2
4956000,23826,1
4956000,5832,1
4956000,949,1
4956000,7064,1
4956000,28616,1
4956000,25485,1
4956000,25933,1
7927750,20444,1
7927750,21862,1
7927750,3658,3
7927750,12836,1
7927750,20279,27
7927750,25372,3
7927750,10893,2
7927750,24792,2
7927750,19394,1
7927750,8654,1
7927750,16463,2
7927750,23071,1
7927750,24542,1
7927750,1397,1
7927750,27777,1
7927750,6448,2
7927750,20516,1
7927750,3034,1
7927750,1064,1
7927750,3032,23
7927750,5696,1
7927750,15534,1
7927750,8039,2
7927750,15921,1
7927750,8444,1
7927750,6148,1
7927750,833,1
7927750,9549,7
7927750,1403,1
7927750,28727,1
7927750,21110,3
7927750,22706,1
7927750,23251,1
7927750,15138,1
7927750,7868,2
7927750,26228,1
7927750,26341,32
7927750,22314,1
7927750,12674,22
7927750,7235,1
7927750,7105,1
7927750,5661,1
7927750,18592,1
7927750,12736,1
7927750,19113,1
7927750,6288,1
7927750,569,2
7927750,14020,5
7927750,17606,1
7927750,22204,1
7927750,11330,2
7927750,26288,54
7927750,27638,1
7927750,9620,1
7927750,20411,4
7927750,17959,1
7927750,4172,1
7927750,949,3
7927750,5712,1
7927750,6290,1
7927750,25910,1
7927750,19021,1
7927750,20154,3
7927750,5529,1
7927750,15661,1
7927750,22523,1
7927750,28441,1
7927750,15065,28
7927750,11078,2
7927750,12754,2
7927750,6337,1
7927750,1290,1
7927750,3937,2
7927750,16754,1
7927750,20701,2
7927750,18149,1
7927750,22749,1
7927750,6868,1
7927750,21092,2
7927750,8313,1
7927750,25570,1
7927750,12680,21
7927750,5834,1
7927750,3228,1
7927750,6447,4
7927750,27290,1
7927750,10948,1
7927750,8483,1
7927750,18624,33
7927750,684,1
9982500,9340,1
9982500,9369,51
9982500,16825,1
9982500,16232,2
9982500,10435,4
9982500,21686,3
9982500,22484,2
9982500,9838,3
9982500,2520,1
9982500,15321,1
9982500,7610,3
9982500,542,44
9982500,11627,1
9982500,282,1
9982500,17218,1
9982500,1392,3
9982500,2683,4
9982500,25321,2
9982500,6805,1
9982500,1276,1
9982500,3405,1
9982500,7042,1
9982500,8473,1
9982500,10014,1
9982500,1849,1
9982500,16009,25
9982500,9392,1
9982500,27508,1
9982500,17087,2
9982500,1591,2
9982500,20800,21
4606000,22504,1
4606000,15120,2
4606000,14486,1
4606000,9499,1
4606000,15661,1
4606000,25372,1
4606000,1878,1
4606000,26742,4
4606000,29334,1
4606000,7070,1
4606000,14887,14
4606000,17214,1
4606000,24869,1
4606000,5848,1
4606000,21110,5
4606000,12435,1
4606000,6880,1
4606000,8240,3
4606000,23197,1
4606000,26931,1
4606000,13070,2
4606000,3228,2
4606000,8896,1
4606000,4520,1
4606000,8911,1
4606000,26121,1
4606000,12394,1
6572500,25526,1
6572500,7963,1
6572500,1582,1
6572500,14182,1
6572500,5797,1
6572500,17945,23
6572500,6868,1
6572500,8311,7
6572500,29099,25
6572500,3406,1
6572500,26378,1
6572500,2939,1
6572500,7868,6
10443000,9207,4
10443000,20444,1
10443000,27888,1
10443000,23202,1
10443000,14349,1
10443000,4571,9
10443000,3590,1
10443000,28855,2
10443000,3651,1
10443000,9162,1
10443000,20073,2
10443000,22365,1
10443000,21071,1
10443000,11465,3
10443000,25824,1
10443000,19314,4
10443000,8495,1
10443000,12271,6
10443000,15994,1
10443000,24969,6
10443000,934,3
10443000,27483,1
10443000,23475,2
10443000,19466,67
10443000,21672,1
10443000,26737,1
10443000,26735,1
10443000,28985,6
10443000,22162,1
10443000,12431,1
10443000,17016,1
10443000,14580,1
10443000,22168,1
10443000,11670,2
10443000,18805,3
10443000,11309,1
10443000,11375,1
10443000,11029,1
10443000,7728,1
10443000,4498,1
10443000,17654,1
10443000,2471,3
10443000,1080,2
10443000,10329,5
10443000,24274,1
10443000,16944,1
10443000,12717,1
10443000,22393,1
10443000,8689,3
10443000,22016,1
10443000,143,1
10443000,15227,1
10443000,26605,1
10443000,14261,1
10443000,24477,1
10443000,29528,1
10443000,3047,1
10443000,19702,1
10443000,11280,1
10443000,11449,1
10443000,1392,22
10443000,2669,1
10443000,25531,1
10443000,21110,8
10443000,11958,3
10443000,12910,1
10443000,3627,1
10443000,19962,1
10443000,7868,2
10443000,2042,6
10443000,1729,1
10443000,8719,18
10443000,8816,2
10443000,12674,1
10443000,27155,1
10443000,9555,1
10443000,28323,1
10443000,2373,30
10443000,15721,2
10443000,1222,8
10443000,14226,2
10443000,4949,1
10443000,3803,1
10443000,21334,4
10443000,29099,6
10443000,24128,1
10443000,17485,1
10443000,17969,1
10443000,13779,12
10443000,26665,1
10443000,12035,1
10443000,18730,4
10443000,6918,2
10443000,17603,1
10443000,13647,1
10443000,16836,1
10443000,5659,1
10443000,12977,2
10443000,9620,5
10443000,11234,1
10443000,20411,1
10443000,24151,5
10443000,13592,4
10443000,18689,1
10443000,28951,6
10443000,9651,1
10443000,11431,1
10443000,27135,49
10443000,2734,1
10443000,9343,1
10443000,155,1
10443000,2739,5
10443000,13950,1
10443000,20658,1
10443000,10570,21
10443000,17747,5
10443000,11176,2
10443000,28378,22
10443000,25099,2
10443000,13460,21
10443000,18632,3
10443000,12352,2
10443000,6908,1
10443000,5077,2
10443000,9829,1
10443000,25272,1
10443000,14482,22
10443000,17372,6
10443000,19881,1
10443000,10176,2
10443000,23076,1
10443000,16362,1
10443000,18024,4
10443000,9192,2
10443000,23628,44
10443000,27540,2
10443000,24486,1
10443000,5043,2
10443000,5836,1
10443000,5832,3
10443000,5254,3
10443000,5441,5
10443000,4913,1
10443000,25488,20
10443000,13270,3
10443000,29100,1
1710500,25260,3
1710500,23202,1
1710500,8628,1
1710500,11194,1
1710500,3228,5
1710500,28911,1
1710500,16075,1
1710500,5506,1
1710500,3329,1
1710500,22179,1
1710500,14261,3
1710500,3720,1
1710500,21400,1
1710500,10247,1
1710500,11465,1
1710500,8494,1
1710500,26171,1
1710500,13480,1
1710500,3723,2
1710500,23604,1
1710500,18485,1
1710500,3766,1
1710500,15934,1
1710500,8637,1
1710500,9549,1
1710500,21672,1
1710500,28985,1
1710500,15350,3
1710500,4235,1
1710500,26860,1
1710500,11670,2
1710500,18805,3
1710500,20207,1
1710500,24260,2
1710500,7685,1
1710500,19692,1
1710500,2251,1
1710500,25526,3
1710500,22735,1
1710500,19514,1
1710500,6599,1
1710500,1481,3
1710500,26728,1
1710500,8689,2
1710500,3677,1
1710500,24429,1
1710500,28230,1
1710500,22027,1
1710500,5856,1
1710500,29330,1
1710500,15820,1
1710500,11441,1
1710500,19570,1
1710500,911,1
1710500,1390,5
1710500,23662,1
1710500,21838,2
1710500,21110,1
1710500,16485,2
1710500,14120,3
1710500,8358,1
1710500,28410,1
1710500,3313,1
1710500,10788,1
1710500,26422,1
1710500,7868,37
1710500,16406,1
1710500,27501,1
1710500,24032,1
1710500,12245,1
1710500,27509,1
1710500,5087,1
1710500,1533,1
1710500,26380,2
1710500,18275,1
1710500,22330,1
1710500,2160,1
1710500,24764,1
1710500,4262,1
1710500,3590,1
1710500,25336,1
1710500,23779,2
1710500,629,1
1710500,25700,1
1710500,19612,1
1710500,22547,1
1710500,9030,2
1710500,24898,1
1710500,29099,4
1710500,4795,1
1710500,29095,1
1710500,18597,1
1710500,18353,1
1710500,11018,1
1710500,29547,7
1710500,11587,1
1710500,4949,4
1710500,24929,1
1710500,24457,1
1710500,17330,2
1710500,19690,4
1710500,10151,4
1710500,18730,5
1710500,19539,2
1710500,14780,47
1710500,4775,1
1710500,7354,1
1710500,17680,1
1710500,15018,1
1710500,12977,6
1710500,9620,3
1710500,29084,1
1710500,20411,2
1710500,13648,1
1710500,5185,1
1710500,23802,1
1710500,23002,3
1710500,28065,30
1710500,16033,1
1710500,12346,1
1710500,554,1
1710500,26968,1
1710500,14014,1
1710500,15663,1
1710500,11329,2
1710500,21140,2
1710500,22058,1
1710500,679,4
1710500,25488,1
1710500,11176,2
1710500,26598,1
1710500,12352,3
1710500,8842,1
1710500,25005,4
1710500,25678,1
1710500,16757,1
1710500,15672,1
1710500,14901,1
1710500,17372,1
1710500,21977,2
1710500,25676,1
1710500,2729,5
1710500,21246,4
1710500,18024,2
1710500,26341,1
1710500,8313,1
1710500,27191,1
1710500,4162,1
1710500,13070,1
1710500,5834,2
1710500,16696,1
1710500,27117,1
1710500,24726,1
1710500,7747,1
1710500,12162,1
9706000,25260,1
9706000,16476,15
9706000,21865,10
9706000,3495,1
9706000,9363,2
9706000,21869,4
9706000,21567,2
9706000,11785,2
9706000,16276,1
9706000,29330,1
9706000,5470,3
9706000,15114,7
9706000,21372,1
9706000,3329,1
9706000,19799,1
9706000,22077,1
9706000,16279,1
9706000,8786,1
9706000,14073,1
9706000,8097,1
9706000,1771,1
9706000,10180,4
9706000,28621,1
9706000,29465,1
9706000,16926,1
9706000,24167,1
9706000,26571,1
9706000,28181,6
9706000,26275,1
9706000,3850,1
9706000,15943,4
9706000,451,1
9706000,3723,1
9706000,18600,3
9706000,5067,7
9706000,679,8
9706000,5148,3
9706000,22576,1
9706000,14664,1
9706000,21672,3
9706000,12068,3
9706000,29203,3
9706000,21690,1
9706000,7220,2
9706000,1950,1
9706000,4039,1
9706000,13682,1
9706000,26860,1
9706000,22168,1
9706000,849,27
9706000,4648,1
9706000,24385,1
9706000,29121,1
9706000,11022,1
9706000,2990,1
9706000,11679,1
9706000,13551,1
9706000,15192,3
9706000,5661,1
9706000,7728,1
9706000,12666,1
9706000,13012,1
9706000,5966,3
9706000,10617,1
9706000,13765,36
9706000,2257,1
9706000,5469,1
9706000,23284,1
9706000,25669,1
9706000,21838,1
9706000,10329,3
9706000,5399,1
9706000,14119,1
9706000,26771,1
9706000,5157,1
9706000,26722,1
9706000,12588,1
9706000,7978,5
9706000,23260,12
9706000,14265,1
9706000,26728,3
9706000,20297,80
9706000,2826,1
9706000,398,2
9706000,22911,1
9706000,8978,1
9706000,24026,1
9706000,7242,1
9706000,17986,2
9706000,21461,2
9706000,15188,1
9706000,27539,1
9706000,1257,8
9706000,27785,1
9706000,22446,2
9706000,20594,1
9706000,9548,1
9706000,11602,1
9706000,915,8
